# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      81.082       98.900       65.766      111.059
      82.083       99.900       65.953      111.188
      83.084       99.900       66.141      111.445
      84.085       99.900       66.328      111.574
      85.086       98.900       66.516      111.832
      86.087       99.900       66.703      111.961
      87.088       99.900       66.891      112.219
      88.089       99.900       67.078      112.348
      89.090       98.900       67.266      112.605
      90.091       99.900       67.453      112.734
      91.092       99.900       67.641      112.863
      92.093       98.900       67.828      113.121
      93.094       99.900       68.016      113.250
      94.095       99.900       68.203      113.508
      95.096       98.900       68.391      113.637
      96.097       99.900       68.578      113.895
      97.098       99.900       68.766      114.023
      98.099       99.900       68.953      114.281
      99.100       98.900       69.141      114.410
     100.101       99.900       69.328      114.668
     101.102       99.900       69.516      114.797
     102.103       98.900       69.703      114.926
     103.104       99.900       69.891      115.184
     104.105       99.900       72.039      115.312
     105.106       99.900       72.227      115.570
     106.107       98.900       72.414      115.699
     107.108      100.900       72.602      115.957
     108.109       99.900       72.789      116.086
     109.110       98.900       72.977      116.344
     110.111       99.900       73.164      116.473
     111.112       99.900       73.352      116.730
     112.113       98.900       73.539      116.859
     113.114       99.900       73.727      116.988
     114.115       99.900       73.914      117.246
     115.116       99.900       74.102      117.375
     116.117       98.900       74.289      117.633
     117.118       99.900       74.477      117.762
     118.119       99.900       74.664      118.020
     119.120       99.900       74.852      118.148
     120.121       98.900       75.039      118.406
     121.122       99.900       75.227      118.535
     122.123       99.900       75.414      118.664
     123.124       98.900       75.602      118.922
     124.125       99.900       75.789      119.051
     125.126       99.900       75.977      119.309
     126.127       99.900       76.164      119.438
     127.128       98.900       76.352      119.695
     128.129       99.900       76.539      119.824
     129.130       99.900       76.727      120.082
     130.131       99.900       76.914      120.211
     131.132       98.900       77.102      120.469
     132.133       99.900       77.289      120.598
     133.134       99.900       77.477      120.727
     134.135       98.900       77.664      120.984
     135.136       99.900       77.852      121.113
     136.137       99.900       78.039      121.371
     137.138       99.900       78.227      121.500
     138.139       98.900       78.414      121.758
     139.140       99.900       78.602      121.887
     140.141       99.900       78.789      122.145
     141.142       99.900       78.977      122.273
     142.143       98.900       79.164      122.402
     143.144       99.900       79.352      122.660
     144.145       99.900       79.539      122.789
     145.146       99.900       79.727      123.047
     146.147       98.900       79.914      123.176
     147.148       99.900       80.102      123.434
     148.149       99.900       80.289      123.562
     149.150       98.900       80.477      123.820
     150.151       99.900       80.664      123.949
     151.152       99.900       80.852      124.078
     152.153       99.900       81.039      124.336
     153.154       98.900       81.227      124.465
     154.155       99.900       81.414      124.723
     155.156       99.900       81.602      124.852
     156.157       99.900       81.789      125.109
     157.158       98.900       81.977      125.238
     158.159       99.900       82.164      125.496
     159.160       99.900       82.352      125.625
     160.161       98.900       82.539      125.883
     161.162       99.900       82.727      126.012
     162.163       99.900       82.914      126.141
     163.164       99.900       83.102      126.398
     164.165       98.900       83.289      126.527
     165.166       99.900       83.477      126.785
     166.167       99.900       83.664      126.914
     167.168       99.900       83.852      127.172
     168.169       98.900       84.039      127.301
     169.170       99.900       84.227      127.559
     170.171       99.900       84.414      127.688
     171.172       98.900       84.602      127.945
     172.173       99.900       84.789      128.074
     173.174       99.900       84.977      128.203
     174.175       99.900       85.164      128.461
     175.176       98.900       85.352      128.590
     176.177       99.900       85.539      128.848
     177.178       99.900       85.727      128.977
     178.179       99.900       85.914      129.234
     179.180       98.900       86.102      129.363
     180.181       99.900       86.289      129.621
     181.182       99.900       86.477      129.750
     182.183       98.900       86.664      129.879
     183.184       99.900       86.852      130.137
     184.185       99.900       87.039      130.266
     185.186       99.900       87.227      130.523
     186.187       98.900       87.414      130.652
     187.188       99.900       87.602      130.910
     188.189       99.900       87.789      131.039
     189.190       99.900       87.977      131.297
     190.191       98.900       88.164      131.426
     191.192       99.900       88.352      131.684
     192.193       99.900       88.539      131.812
     193.194       98.900       88.727      131.941
     194.195       99.900       88.914      132.199
     195.196       99.900       89.102      132.328
     196.197       99.900       89.289      132.586
     197.198       98.900       89.477      132.715
     198.199       99.900       89.664      132.973
     199.200       99.900       89.852      133.102
     200.201       99.900       90.039      133.359
     201.202       98.900       90.227      133.488
     202.203       99.900       90.414      133.617
     203.204       99.900       90.602      133.875
     204.205       99.900       90.789      134.004
     205.206       98.900       90.977      134.262
     206.207       99.900       91.164      134.391
     207.208      100.900       91.352      134.648
     208.209       98.900       91.539      134.777
     209.210       99.900       91.727      135.035
     210.211       99.900       91.914      135.164
     211.212       98.900       92.102      135.422
     212.213       99.900       92.289      135.551
     213.214       99.900       92.477      135.680
     214.215       99.900       92.664      135.938
     215.216       98.900       92.852      136.066
     216.217       99.900       93.039      136.324
     217.218       99.900       93.227      136.453
     218.219       99.900       93.414      136.711
     219.220       98.900       93.602      136.840
     220.221       99.900       93.789      137.098
     221.222       99.900       93.977      137.227
     222.223       99.900       94.164      137.484
     223.224       98.900       94.352      137.613
     224.225       99.900       94.539      137.742
     225.226       99.900       94.727      138.000
     226.227       98.900       94.914      138.129
     227.228       99.900       95.102      138.387
     228.229       99.900       95.289      138.516
     229.230       98.900       95.477      138.773
     230.231       99.900       95.664      138.902
     231.232       99.900       95.852      139.160
     232.233       99.900       96.039      139.289
     233.234       98.900       96.227      139.418
     234.235       99.900       96.414      139.676
     235.236       99.900       96.602      139.805
     236.237       98.900       96.789      140.062
     237.238       99.900       96.977      140.191
     238.239       99.900       97.164      140.449
     239.240       99.900       97.352      140.578
     240.241       98.900       97.539      140.836
     241.242       99.900       97.727      140.965
     242.243       98.900       97.914      141.094
     243.244       99.900       98.102      141.352
     244.245       99.900       98.289      141.480
     245.246       99.900       98.477      141.738
     246.247       98.900       98.664      141.867
     247.248       99.900       98.852      142.125
     248.249       99.900       99.039      142.254
     249.250       98.900       99.227      142.512
     250.251       99.900       99.414      142.641
     251.252       99.900       99.602      142.898
     252.253       99.900       99.789      143.027
     253.254       98.900       99.977      143.156
     254.255       99.900      100.164      143.414
     255.256       99.900      100.352      143.543
     256.257       99.900      100.539      143.801
     257.258       98.900      100.727      143.930
     258.259       99.900      100.914      144.188
     259.260       99.900      101.102      144.316
     260.261       99.900      101.289      144.574
     261.262       98.900      101.477      144.703
     262.263       99.900      101.664      144.832
     263.264       99.900      101.852      145.090
     264.265       98.900      102.039      145.219
     265.266       99.900      102.227      145.477
     266.267       99.900      102.414      145.605
     267.268       99.900      102.602      145.863
     268.269       98.900      102.789      145.992
     269.270      100.900      102.977      146.250
     270.271       99.900      103.164      146.379
     271.272       98.900      103.352      146.637
     272.273       99.900      103.539      146.766
     273.274       99.900      103.727      146.895
     274.275       99.900      103.914      147.152
     275.276       98.900      104.102      147.281
     276.277       99.900      104.289      147.539
     277.278       99.900      104.477      147.668
     278.279       98.900      104.664      147.926
     279.280       99.900      104.852      148.055
     280.281       99.900      105.039      148.312
     281.282       99.900      105.227      148.441
     282.283       98.900      105.414      148.570
     283.284       99.900      105.602      148.828
     284.285       99.900      105.789      148.957
     285.286       99.900      105.977      149.215
     286.287       98.900      106.164      149.344
     287.288       99.900      106.352      149.602
     288.289       99.900      106.539      149.730
     289.290       98.900      106.727      149.988
     290.291       99.900      106.914      150.117
     291.292       99.900      107.102      150.375
     292.293       99.900      107.289      150.504
     293.294       98.900      107.477      150.633
     294.295       99.900      107.664      150.891
     295.296       99.900      107.852      151.020
     296.297       99.900      108.039      151.277
     297.298       98.900      108.227      151.406
     298.299       99.900      108.414      151.664
     299.300       99.900      108.602      151.793
     300.301       98.900      108.789      152.051
     301.302       99.900      108.977      152.180
     302.303       99.900      109.164      152.309
     303.304       99.900      109.352      152.566
     304.305       98.900      109.539      152.695
     305.306       99.900      109.727      152.953
     306.307       99.900      109.914      153.082
     307.308       99.900      110.102      153.340
     308.309       98.900      110.289      153.469
     309.310       99.900      110.477      153.727
     310.311       99.900      110.664      153.855
     311.312       99.900      110.852      154.113
     312.313       98.900      111.039      154.242
     313.314       99.900      111.227      154.371
     314.315       99.900      111.414      154.629
     315.316       99.900      111.602      154.758
     316.317       98.900      111.789      155.016
     317.318       99.900      111.977      155.145
     318.319       99.900      112.164      155.402
     319.320       99.900      112.352      155.531
     320.321       98.900      112.539      155.789
     321.322       99.900      112.727      155.918
     322.323       99.900      112.914      156.047
     323.324       98.900      113.102      156.305
     324.325       99.900      113.289      156.434
     325.326       99.900      113.477      156.691
     326.327       99.900      113.664      156.820
     327.328       98.900      113.852      157.078
     328.329       99.900      114.039      157.207
     329.330       99.900      114.227      157.465
     330.331       98.900      114.414      157.594
     331.332       99.900      114.602      157.852
     332.333       99.900      114.789      157.980
     333.334       99.900      114.977      158.109
     334.335       98.900      115.164      158.367
     335.336       99.900      115.352      158.496
     336.337       99.900      115.539      158.754
     337.338       99.900      115.727      158.883
     338.339       98.900      115.914      159.141
     339.340       99.900      116.102      159.270
     340.341       99.900      116.289      159.527
     341.342       98.900      116.477      159.656
     342.343       99.900      116.664      159.785
     343.344       99.900      116.852      160.043
     344.345       99.900      117.039      160.172
     345.346       98.900      117.227      160.430
     346.347       99.900      117.414      160.559
     347.348       99.900      117.602      160.816
     348.349       99.900      117.789      160.945
     349.350       98.900      117.977      161.203
     350.351       99.900      118.164      161.332
     351.352       99.900      118.352      161.590
     352.353       99.900      118.539      161.719
     353.354       98.900      118.727      161.848
     354.355       99.900      118.914      162.105
     355.356       99.900      119.102      162.234
     356.357       99.900      119.289      162.492
     357.358       98.900      119.477      162.621
     358.359       99.900      119.664      162.879
     359.360       99.900      119.852      163.008
     360.361       98.900      120.039      163.266
     361.362       99.900      120.227      163.395
     362.363       99.900      120.414      163.523
     363.364       98.900      120.602      163.781
     364.365       99.900      120.789      163.910
     365.366       99.900      120.977      164.168
     366.367       99.900      121.164      164.297
     367.368       98.900      121.352      164.555
     368.369       99.900      121.352      164.684
     369.370       99.900      121.727      164.941
     370.371       99.900      121.914      165.070
     371.372       98.900      122.102      165.328
     372.373       99.900      122.289      165.457
     373.374       99.900      122.477      165.586
     374.375       98.900      122.477      165.844
     375.376       99.900      122.664      165.973
     376.377       99.900      122.852      166.230
     377.378       99.900      123.039      166.359
     378.379       98.900      123.227      166.617
     379.380       99.900      123.414      166.746
     380.381       99.900      123.602      167.004
     381.382       99.900      123.789      167.133
     382.383       98.900      123.977      167.391
     383.384       99.900      124.164      167.520
     384.385       99.900      124.352      167.648
     385.386       99.900      124.539      167.906
     386.387       98.900      124.727      168.035
     387.388       99.900      124.914      168.293
     388.389       99.900      125.102      168.422
     389.390       99.900      125.289      168.680
     390.391       98.900      125.477      168.809
     391.392       99.900      125.664      169.066
     392.393       99.900      125.852      169.195
     393.394       98.900      126.039      169.324
     394.395       99.900      126.227      169.582
     395.396      100.900      126.414      169.711
     396.397       99.900      126.602      169.969
     397.398       98.900      126.789      170.098
     398.399       99.900      126.977      170.355
     399.400       99.900      127.164      170.484
     400.401       99.900      127.352      170.742
     401.402       98.900      127.539      170.871
     402.403       99.900      127.727      171.000
     403.404       99.900      127.914      171.258
     404.405       98.900      128.102      171.387
     405.406       99.900      128.289      171.645
     406.407       99.900      128.477      171.773
     407.408       99.900      128.664      172.031
     408.409       98.900      128.852      172.160
     409.410       99.900      129.039      172.418
     410.411       99.900      129.227      172.547
     411.412       98.900      129.414      172.805
     412.413       99.900      129.602      172.934
     413.414       99.900      129.789      173.062
     414.415       99.900      129.977      173.320
     415.416       98.900      130.164      173.449
     416.417       99.900      130.352      173.707
     417.418       99.900      130.539      173.836
     418.419       98.900      130.727      174.094
     419.420       99.900      130.914      174.223
     420.421       99.900      131.102      174.480
     421.422       98.900      131.289      174.609
     422.423       99.900      131.477      174.867
     423.424       99.900      131.664      174.996
     424.425       99.900      131.852      175.125
     425.426       98.900      132.039      175.383
     426.427       99.900      132.227      175.512
     427.428       99.900      132.414      175.770
     428.429       98.900      132.602      175.898
     429.430       99.900      132.789      176.156
     430.431       99.900      132.977      176.285
     431.432       99.900      133.164      176.543
     432.433       99.900      133.352      176.672
     433.434       99.900      133.539      176.801
     434.435       98.900      133.727      177.059
     435.436       99.900      133.914      177.188
     436.437       99.900      134.102      177.445
     437.438       99.900      134.289      177.574
     438.439       98.900      134.477      177.832
     439.440       99.900      134.664      177.961
     440.441       99.900      134.852      178.219
     441.442       99.900      135.039      178.348
     442.443       98.900      135.227      178.605
     443.444       99.900      135.414      178.734
     444.445       99.900      135.602      178.863
     445.446       98.900      135.789      179.121
     446.447       99.900      135.977      179.250
     447.448       99.900      136.164      179.508
     448.449       99.900      136.352      179.637
     449.450       98.900      136.539      179.895
     450.451       99.900      136.727      180.023
     451.452       99.900      136.914      180.281
     452.453       98.900      137.102      180.410
     453.454       99.900      137.289      180.539
     454.455       99.900      137.477      180.797
     455.456       99.900      137.664      180.926
     456.457       98.900      137.852      181.184
     457.458       99.900      138.039      181.312
     458.459       99.900      138.227      181.570
     459.460       98.900      138.414      181.699
     460.461       99.900      138.602      181.957
     461.462       99.900      138.789      182.086
     462.463       98.900      138.977      182.344
     463.464       99.900      139.164      182.473
     464.465       99.900      139.352      182.602
     465.466       99.900      139.539      182.859
     466.467       98.900      139.727      182.988
     467.468       99.900      139.914      183.246
     468.469       99.900      140.102      183.375
     469.470       99.900      140.289      183.633
     470.471       98.900      140.477      183.762
     471.472       99.900      140.664      184.020
     472.473       99.900      140.852      184.148
     473.474       98.900      141.039      184.277
     474.475       99.900      141.227      184.535
     475.476       99.900      141.414      184.664
     476.477       99.900      141.602      184.922
     477.478       98.900      141.789      185.051
     478.479      100.900      141.977      185.309
     479.480       99.900      142.164      185.438
     480.481       98.900      142.352      185.695
     481.482       99.900      142.539      185.824
     482.483       99.900      142.727      186.082
     483.484       98.900      142.914      186.211
     484.485       99.900      143.102      186.340
     485.486       99.900      143.289      186.598
     486.487       98.900      143.477      186.727
     487.488       99.900      143.664      186.984
     488.489       99.900      143.852      187.113
     489.490       99.900      144.039      187.371
     490.491       98.900      144.227      187.500
     491.492       99.900      144.414      187.758
     492.493       99.900      144.602      187.887
     493.494       99.900      144.789      188.145
     494.495       99.900      144.977      188.273
     495.496       98.900      145.164      188.402
     496.497       99.900      145.352      188.660
     497.498       99.900      145.539      188.789
     498.499       99.900      145.727      189.047
     499.500       98.900      145.914      189.176
     500.501       99.900      146.102      189.434
     501.502       99.900      146.289      189.562
     502.503       98.900      146.477      189.820
     503.504       99.900      146.664      189.949
     504.505       99.900      146.852      190.078
     505.506       99.900      147.039      190.336
     506.507       98.900      147.227      190.465
     507.508       99.900      147.414      190.723
     508.509       99.900      147.602      190.852
     509.510       99.900      147.789      191.109
     510.511       98.900      147.977      191.238
     511.512       99.900      148.164      191.496
     512.513       99.900      148.352      191.625
     513.514       99.900      148.539      191.883
     514.515       98.900      148.727      192.012
     515.516       99.900      148.914      192.141
     516.517       99.900      149.102      192.398
     517.518       98.900      149.289      192.527
     518.519       99.900      149.477      192.785
     519.520       99.900      149.664      192.914
     520.521       99.900      149.852      193.172
     521.522       98.900      150.039      193.301
     522.523       99.900      150.227      193.559
     523.524       99.900      150.414      193.688
     524.525       99.900      150.602      193.945
     525.526       98.900      150.789      194.074
     526.527       99.900      150.977      194.203
     527.528       99.900      151.164      194.461
     528.529       98.900      151.352      194.590
     529.530       99.900      151.539      194.848
     530.531       99.900      151.727      194.977
     531.532       98.900      151.914      195.234
     532.533       99.900      152.102      195.363
     533.534       99.900      152.289      195.621
     534.535       99.900      152.477      195.750
     535.536       98.900      152.664      195.879
     536.537       99.900      152.852      196.137
     537.538       99.900      153.039      196.266
     538.539       98.900      153.227      196.523
     539.540       99.900      153.414      196.652
     540.541       99.900      153.602      196.910
     541.542       98.900      153.789      197.039
     542.543       99.900      153.977      197.297
     543.544       99.900      154.164      197.426
     544.545       99.900      154.352      197.555
     545.546       99.900      154.539      197.812
     546.547       99.900      154.727      197.941
     547.548       98.900      154.914      198.199
     548.549       99.900      155.102      198.328
     549.550       99.900      155.289      198.586
     550.551       98.900      155.477      198.715
     551.552       99.900      155.664      198.973
     552.553       99.900      155.852      199.102
     553.554       99.900      156.039      199.359
     554.555       98.900      156.227      199.488
     555.556       99.900      156.414      199.617
     556.557       99.900      156.602      199.875
     557.558       98.900      156.789      200.004
     558.559       99.900      156.977      200.262
     559.560       99.900      157.164      200.391
     560.561       98.900      157.352      200.648
     561.562       99.900      157.539      200.777
     562.563       99.900      157.727      201.035
     563.564       98.900      157.914      201.164
     564.565       99.900      158.102      201.293
     565.566       99.900      158.289      201.551
     566.567       99.900      158.477      201.680
     567.568       98.900      158.664      201.938
     568.569       99.900      158.852      202.066
     569.570       99.900      159.039      202.324
     570.571       99.900      159.227      202.453
     571.572       98.900      159.414      202.711
     572.573      100.900      159.602      202.840
     573.574       99.900      159.789      203.098
     574.575       98.900      159.977      203.227
     575.576       99.900      160.164      203.355
     576.577       99.900      160.352      203.613
     577.578       99.900      160.539      203.742
     578.579       98.900      160.727      204.000
     579.580       99.900      160.914      204.129
     580.581       99.900      161.102      204.387
     581.582       98.900      161.289      204.516
     582.583       99.900      161.477      204.773
     583.584       99.900      161.664      204.902
     584.585       99.900      161.852      205.031
     585.586       98.900      162.039      205.289
     586.587       99.900      162.227      205.418
     587.588       99.900      162.414      205.676
     588.589       99.900      162.602      205.805
     589.590       98.900      162.789      206.062
     590.591       99.900      162.977      206.191
     591.592       99.900      163.164      206.449
     592.593       99.900      163.352      206.578
     593.594       98.900      163.539      206.836
     594.595       99.900      163.727      206.965
     595.596       99.900      163.914      207.094
     596.597       99.900      164.102      207.352
     597.598       98.900      164.289      207.480
     598.599       99.900      164.477      207.738
     599.600       99.900      164.664      207.867
     600.601       98.900      164.852      208.125
     601.602       99.900      165.039      208.254
     602.603       99.900      165.227      208.512
     603.604       99.900      165.414      208.641
     604.605       98.900      165.602      208.770
     605.606       99.900      165.789      209.027
     606.607       99.900      165.977      209.156
     607.608       99.900      166.164      209.414
     608.609       99.900      166.352      209.543
     609.610       98.900      166.539      209.801
     610.611       99.900      166.727      209.930
     611.612       98.900      168.602      210.188
     612.613       99.900      168.789      210.316
     613.614       99.900      168.977      210.574
     614.615       99.900      169.164      210.703
     615.616       99.900      169.352      210.832
     616.617       98.900      169.539      211.090
     617.618       99.900      169.727      211.219
     618.619       99.900      169.914      211.477
     619.620       98.900      170.102      211.605
     620.621       99.900      170.289      211.863
     621.622       99.900      170.477      211.992
     622.623       99.900      170.664      212.250
     623.624       99.900      170.852      212.379
     624.625       99.900      171.039      212.637
     625.626       99.900      171.227      212.766
     626.627       98.900      171.414      212.895
     627.628       99.900      171.602      213.152
     628.629       99.900      171.789      213.281
     629.630       99.900      171.977      213.539
     630.631       98.900      172.164      213.668
     631.632       99.900      172.352      213.926
     632.633       99.900      172.539      214.055
     633.634       99.900      172.727      214.312
     634.635       98.900      172.914      214.441
     635.636       99.900      173.102      214.570
     636.637       99.900      173.289      214.828
     637.638       99.900      173.477      214.957
     638.639       98.900      173.664      215.215
     639.640       99.900      173.852      215.344
     640.641       99.900      174.039      215.602
     641.642       99.900      174.227      215.730
     642.643       98.900      174.414      215.988
     643.644       99.900      174.602      216.117
     644.645       99.900      174.789      216.375
     645.646       99.900      174.977      216.504
     646.647       98.900      175.164      216.633
     647.648       99.900      175.352      216.891
     648.649       99.900      175.539      217.020
     649.650       99.900      175.727      217.277
     650.651       98.900      175.914      217.406
     651.652       99.900      176.102      217.664
     652.653       99.900      176.289      217.793
     653.654       98.900      176.477      218.051
     654.655       99.900      176.664      218.180
     655.656       99.900      176.852      218.438
     656.657       99.900      177.039      218.566
     657.658       98.900      177.227      218.695
     658.659       99.900      177.414      218.953
     659.660       99.900      177.602      219.082
     660.661       99.900      177.789      219.340
     661.662       98.900      177.977      219.469
     662.663       99.900      178.164      219.727
     663.664       99.900      178.352      219.855
     664.665       98.900      178.539      220.113
     665.666       99.900      178.727      220.242
     666.667       99.900      178.914      220.371
     667.668       99.900      179.102      220.629
     668.669       98.900      179.289      220.758
     669.670       99.900      179.477      221.016
     670.671       99.900      179.664      221.145
     671.672       99.900      179.852      221.402
     672.673       98.900      180.039      221.531
     673.674       99.900      180.227      221.789
     674.675       99.900      180.414      221.918
     675.676       99.900      180.602      222.176
     676.677       98.900      180.789      222.305
     677.678       99.900      180.977      222.434
     678.679       99.900      181.164      222.691
     679.680       98.900      181.352      222.820
     680.681       99.900      181.539      223.078
     681.682       99.900      181.727      223.207
     682.683       99.900      181.914      223.465
     683.684       99.900      182.102      223.594
     684.685       98.900      182.289      223.852
     685.686       99.900      182.477      223.980
     686.687       99.900      182.664      224.238
     687.688       99.900      182.852      224.367
     688.689       98.900      183.039      224.496
     689.690       99.900      183.227      224.754
     690.691       99.900      183.414      224.883
     691.692       98.900      183.602      225.141
     692.693       99.900      183.789      225.270
     693.694       99.900      183.977      225.527
     694.695       99.900      184.164      225.656
     695.696       99.900      184.352      225.914
     696.697       98.900      184.539      226.043
     697.698       99.900      184.727      226.172
     698.699       99.900      184.914      226.430
     699.700       99.900      185.102      226.559
     700.701       99.900      185.289      226.816
     701.702       99.900      185.477      226.945
     702.703       98.900      185.664      227.203
     703.704       99.900      185.852      227.332
     704.705       99.900      186.039      227.590
     705.706       99.900      186.227      227.719
     706.707       98.900      186.414      227.977
     707.708       99.900      186.602      228.105
     708.709       99.900      186.789      228.234
     709.710       99.900      186.977      228.492
     710.711       98.900      187.164      228.621
     711.712       99.900      187.352      228.879
     712.713       99.900      187.539      229.008
     713.714       98.900      187.727      229.266
     714.715       99.900      187.914      229.395
     715.716       99.900      188.102      229.652
     716.717       98.900      188.289      229.781
     717.718       99.900      188.477      230.039
     718.719       99.900      188.664      230.168
     719.720       99.900      188.852      230.297
     720.721       98.900      189.039      230.555
     721.722       99.900      189.227      230.684
     722.723       99.900      189.414      230.941
     723.724       98.900      189.602      231.070
     724.725       99.900      189.789      231.328
     725.726       99.900      189.977      231.457
     726.727       99.900      190.164      231.715
     727.728       99.900      190.352      231.844
     728.729       99.900      190.539      231.973
     729.730       99.900      190.727      232.230
     730.731       98.900      190.914      232.359
     731.732       99.900      191.102      232.617
     732.733       99.900      191.289      232.746
     733.734       98.900      191.477      233.004
     734.735       99.900      191.664      233.133
     735.736       99.900      191.852      233.391
     736.737       99.900      192.039      233.520
     737.738       98.900      192.227      233.777
     738.739       99.900      192.414      233.906
     739.740       99.900      192.602      234.035
     740.741       98.900      192.789      234.293
     741.742       99.900      192.977      234.422
     742.743       99.900      193.164      234.680
     743.744       98.900      193.352      234.809
     744.745       99.900      193.539      235.066
     745.746       99.900      193.727      235.195
     746.747       99.900      193.914      235.453
     747.748       99.900      194.102      235.582
     748.749       99.900      194.289      235.711
     749.750       99.900      194.477      235.969
     750.751       98.900      194.664      236.098
     751.752       99.900      194.852      236.355
     752.753       99.900      195.039      236.484
     753.754       99.900      195.227      236.742
     754.755       98.900      195.414      236.871
     755.756       99.900      195.602      237.129
     756.757       99.900      195.789      237.258
     757.758       98.900      195.977      237.516
     758.759       99.900      196.164      237.645
     759.760       99.900      196.352      237.773
     760.761       99.900      196.539      238.031
     761.762       98.900      196.539      238.160
     762.763       99.900      196.727      238.418
     763.764       99.900      196.914      238.547
     764.765       99.900      197.102      238.805
     765.766       98.900      197.289      238.934
     766.767       99.900      197.477      239.191
     767.768       99.900      197.852      239.320
     768.769       99.900      198.039      239.578
     769.770       98.900      198.039      239.707
     770.771       99.900      198.227      239.836
     771.772       99.900      198.414      240.094
     772.773       98.900      198.602      240.223
     773.774       99.900      198.789      240.480
     774.775       99.900      198.977      240.609
     775.776       98.900      199.164      240.867
     776.777       99.900      199.352      240.996
     777.778       99.900      199.539      241.254
     778.779       98.900      199.727      241.383
     779.780       99.900      199.914      241.512
     780.781       99.900      200.102      241.770
     781.782       99.900      200.289      241.898
     782.783       98.900      200.477      242.156
     783.784       99.900      200.664      242.285
     784.785       99.900      200.852      242.543
     785.786       99.900      201.039      242.672
     786.787       98.900      201.227      242.930
     787.788       99.900      201.414      243.059
     788.789       99.900      201.602      243.188
     789.790       99.900      201.789      243.445
     790.791       98.900      201.977      243.574
     791.792       99.900      202.164      243.832
     792.793       99.900      202.352      243.961
     793.794       98.900      202.539      244.219
     794.795       99.900      202.727      244.348
     795.796       99.900      202.914      244.605
     796.797       99.900      203.102      244.734
     797.798       98.900      203.289      244.992
     798.799       99.900      203.477      245.121
     799.800       99.900      203.664      245.250
     800.801       99.900      203.852      245.508
     801.802       98.900      204.039      245.637
     802.803       99.900      204.227      245.895
     803.804       99.900      204.414      246.023
     804.805       99.900      204.602      246.281
     805.806       98.900      204.789      246.410
     806.807       99.900      204.977      246.668
     807.808       99.900      205.164      246.797
     808.809       98.900      205.352      247.055
     809.810       99.900      205.539      247.184
     810.811       99.900      205.727      247.312
     811.812      100.900      205.914      247.570
     812.813       98.900      206.102      247.699
     813.814       99.900      206.289      247.957
     814.815       99.900      206.477      248.086
     815.816       99.900      206.664      248.344
     816.817       98.900      206.852      248.473
     817.818       99.900      207.039      248.730
     818.819       99.900      207.227      248.859
